mint,symbol,tier,alert_ts,res,n_bars,label,outcome,t_to_tp_s
CX5bNC78TSgfJiTYpFvCYNemfHRimhVr8XRJAio8pump,SCHWEN,B,1786681539.6919997,15m,491,0,sl,
vFsy4Kz5dBQwHgrQfLBw7hfJizrG2KC1HrQ698Hpump,Fartcoin,B,1786681539.6919997,1h,406,0,sl,
2RMMkab8pEhSfqc32aQ11Dsfg9sL2QzfxnTWDUBUpump,nana,B,1786681539.6919997,15m,922,1,tp,1160.3
BNKQejpQjMCUiV6zG7k7KfEWDeLCHyevXr2EummEpump,GLUBFISH,B,1786681539.6919997,15m,36,1,tp,2060.3
F1Ueobn9vfZgSiGNBmrDAiTjvYJpUkiAjLNE2reYpump,TISUKI,B,1786681539.6919997,15m,919,0,sl,
Bcp1E1yb8Q9VdqMGNuHT45QaHCBwzqVXdpJo6rs8pump,LOAD,B,1786665700.3116124,15m,849,0,sl,
Bmv7ho39ijT6ur3GSN3GK4bxZnwM7qrf1ReF5qYfpump,CJ,B,1786662485.734229,15m,948,1,tp,4014.3
FM7btH3zydALWGs2fAX2EA4g6sDAUxgXdb3UcMdMpump,GATTO,B,1786659677.9809728,15m,483,0,sl,
ESJjRXALCHz2X1rN1djwyUdCwpSYKXM1a15Suugcpump,why,B,1786659677.9809728,15m,451,0,neither,
ARy1yY1JCLzNLe45ULnDQUhn6PyZbKeyYcmxWjKppump,MEW1,B,1786656313.161845,15m,16,0,sl,
EUB1eZBt4m3X4FbperWnKGJdvLsuLMu2YmJix5yjpump,K-HOME,B,1786650418.0597029,1h,477,1,tp,15181.9
F298VFmZCfU2m3hXjfsefwxY5abF1ryp51Tx5nqqpump,MEMESTOCK,B,1786650418.0597029,15m,79,0,sl,
Cdt1JVmbDav7WGCoSUkPRg2q6vjcPVJcHXdbYfBUpump,Tcat,B,1786646451.1308944,15m,156,0,sl,
9QrVfifxeHNGJwzXLXopbp8hwpnpgpdqUA6h4rDZpump,KIKI,B,1786646451.1308944,15m,203,0,neither,
4CmYEygEusR76TpjxUbTjSLjyDbCMjxKhRKNozkrpump,BOB,B,1786639177.9193504,15m,949,1,tp,322.1
ELiQoVM9oEgvr5nPBaqSAsQyJwbiU16f71yjWwEApump,GNUT,B,1786639177.9193504,15m,421,1,tp,1222.1
5u2cFYg9GRiP7fheZyEi9WcHUFFb2txFXSLC1uVApump,SNIPO,B,1786635781.8253202,15m,708,0,sl,
DvjAtw5JgxeCD9XMxwxzMTXoqbprwdtUa5yEha9npump,MINENOW,B,1786635781.8253202,15m,927,0,sl,
H76u9jTTbMtEF5JGmqXM2wW6xqMXpvTdVyer4RvKpump,Pumpooor,B,1788327848.395914,15m,77,0,neither,
C2k7d3WL3tpd8jXcgkRgAbyTqaVATWbvHVpRac2Apump,OTC,B,1788327848.395914,1m,86,0,sl,
6GBMJWXfCjtdNViCijgQrDoDdRgkpVCQrvmBfRTdpump,Donkey,B,1788188470.8136668,1m,62,0,sl,
F2k82EcxLtzekq1bfoGVdgp6EXZ5dLT1jE7g3LvQpump,PENGO,B,1788129625.724376,1m,574,0,neither,
BJbUiYM22WhpL1jtTqkvrQuYhkYymdUNGZjbrE87pump,WPLEB,B,1788016000.158602,1m,63,1,tp,2299.8
8RRDLdszPMLq44BX2VjriuCQmaLeag2ueG6hPiFKpump,Froog,B,1787644934.8263128,1m,27,0,sl,
AqgtHrC5TwPcvTf9dmgQhWwUhmVbaGynop1LxvU9pump,CATECOIN,B,1787642001.103072,1m,128,1,tp,758.9
2vLZz5EGx7CjVRqxjvdm6138aVX2M3mqZjZGBjUFpump,MAYA,B,1787638714.8944213,15m,519,0,sl,
D9qNfYpFtP9E3YpjBJDCD5PuWoD3445cC9K6PMX5pump,TRENCHERS,A,1787636416.3890798,1m,872,1,tp,27403.6
5xrGXVNZjdyuGerGcLuGqk5tg38BG3eK5kTcF8QGpump,CASHCAT,B,1787636416.3890798,15m,457,0,sl,
78YrJ8hacDMWgdUZHohunxGPVQ85fW1Jjft2ho8epump,Goopy,B,1787636416.3890798,15m,423,1,tp,1183.6
HtTYHz1Kf3rrQo6AqDLmss7gq5WrkWAaXn3tupUZbonk,KORI,B,1787636416.3890798,15m,742,0,neither,
39fNg98hhpyiRTGD8Gf8y5MwFVgJJZEnDyTMKdDZpump,SEYONGPARK,B,1787633963.9622219,15m,605,1,tp,36.0
DdSWN7sLXoJ3Bi4F6uW3SnBMYCp6FBE1WjVKjXLTpump,NATHAN,B,1787633963.9622219,15m,743,1,tp,9036.0
6hDfuLG675uDxQh33e4roc9xg5PSL2opJ8dzwmnWpump,Toma ,B,1787631623.2790186,15m,388,0,sl,
8RqKstbnjiiHmZKvMgUGdDrPdwoddYjtopcsAHjnpump,MPGAC,B,1787628888.7885144,1m,178,1,tp,1331.2
HsrJz1Crk8cNWiFu9eRMYvgnVu8zzti3Rz7rWRNkpump,Tailing,B,1787628888.7885144,15m,781,0,sl,
52ZzDVDPk8S4T1rfKNWSvtDnzhLN8omMK1xLCBBWpump,MrCate,B,1787628888.7885144,1h,166,0,ambiguous_bar,
D3Efp1SCsbhokYbVeiJZVbNF3Z1Ar2woWhvRSDriKfun,.fun,B,1787625961.3502464,1m,264,0,sl,
HM75x3BeEtSYfg5GfZWKHdMWPAKWbf8S8h7Gtfhjpump,buck,B,1787616124.529813,1m,394,0,sl,
24rX1SutpnUTcDpYLdE6Bg2aK16m2kWYrdyKTfuFpump,もちまる,B,1787614850.1337981,1m,42,0,sl,
5dkPngQmeqTUN57RqhxdA6xCaz7AKdzQoHLdk9xhpump,fckstr,B,1787614850.1337981,15m,405,1,tp,6549.9
6b7KQsXqb6JR5Nmeer5zGRmo51dwDfttM5b5Nu2rpump,kylie,B,1787609390.1597621,15m,712,1,tp,1209.8
F9RenTXkjT1RW26swmAB6mutkqwFLo1Fbc4W8pHGpump,1meme,B,1787608083.4307187,15m,280,0,sl,
CFbChHeejJBFDLVEx6Tcb9umSwVdA4L3xyenrhTapump,Norman,B,1787604727.7920194,1m,76,1,tp,172.2
3QwPmTFxDWTtkPGSdwqNGLHTG3xxffDE6ZyvSXo6pump,TUBBIES ,B,1787604727.7920194,1h,144,0,neither,
8YVakcmrbeaZUJtpc1ifFjkUKNYLJvXXH6suuFSYpump,BULLY,B,1787600299.6483486,15m,455,1,tp,1300.4
6XPcEY6XbhjKmfnrvA3y6QQvNp4rYLV6v3Hm5b4Mpump,Allocate,B,1787598272.050942,15m,485,1,tp,3327.9
DUPeGi6stKK5zGgVQLc4V8GkZ9o11MucZ5CNXDoYpump,bcat,B,1787598272.050942,1m,69,0,sl,
5sXYkaLPcBW6SyY5SKvYzEBQY4YJQbHNUieSPLLQpump,KOL,B,1787598272.050942,1m,706,0,neither,
BB7aqj7WAwrZNUR3dLT5gLMVQg2pjUpN946MCXSJpump,Life,B,1787593128.6764193,1m,60,0,sl,
AP8Wnu37Gf9RHgugPKGvpHe6LcTE2yp5GDy7pL5Upump,ARCHITECTURE,B,1787593128.6764193,15m,603,0,sl,
7En4udXkF45E5kd2FSk4WKYSCYksdzUwMk7ocuAUpump,TORQUE,B,1787593128.6764193,15m,308,1,tp,19271.3
9tuuE5PgGEkN2g9QoJfTrkuCGroDdPNwc7wRncF4pump,CATIUS,B,1787590799.5094647,1m,70,0,sl,
GUt3ebbJm6SJCvpa8SfFzZe132a78qZDyc2yXAP1pump,100CATS,B,1787588343.4615073,15m,427,0,sl,
Gd8JxP9W2i9ccnC6psU7gVbVzE9DHHYwNgVtQ3tWpump,CYBERKILLER,B,1787588343.4615073,15m,525,1,tp,656.5
8iwHSrQiWAdsB9w4eJX38Bp2gVistxpTtTkesADpump,BIGBALLS,B,1787588343.4615073,1m,56,0,sl,
82oCCbBEjBhj7o5FRAHdB3ysVaTBmYTLiPUoYJ3fpump,Maurice,B,1787586603.096262,1m,56,0,sl,
HBDkJT9kMc12usUrcZDpWyfr7kvTTEfvbeyofL1gpump,csvoss,B,1787586603.096262,15m,363,1,tp,1496.9
9HHTQ7YMx82E987cNqF9KczyZrfKgqvKNyA2yHSVpump,CYBERCAT,B,1787583358.4998949,15m,783,0,sl,
BwJ4jiFVWXiNwFnA9DJvWkyS1E65EFRNV1uETJ3Bpump,CYBERMORTY,B,1787570057.4841673,1m,91,0,sl,
6ABMQVGdHCzrmTdj31eZFctPtrsXT7LJZ8YGRc1ypump,MGNOPE,B,1787568481.818174,15m,298,1,tp,718.2
BXs1GwKmoXoSHqWoiyTrSoeUBpJKbjNXDpAtjPT2pump,VAMPURR,B,1787568481.818174,1m,715,1,tp,38698.2
9mLT5GfEoD7wSrwAoqAMK8y53cQKeBwFoUk8Y1Epump,ENDORPHS,B,1787568481.818174,1m,734,0,sl,
CGmBrG4GRiMvFSGaEiB7cwEd9uDYiqrXzkoyR2Qa3KrC,TILLY,B,1787568481.818174,15m,889,1,tp,16018.2
77wvPgk8otNJNsXbCs7nERU8fxh4sgGeouzEVP5Zpump,CATCULT,B,1787565448.306997,15m,571,1,tp,4651.7
4JGvYrTbLw8yUduczE551CxCVbNbES3r448fM64Ypump,SKYZIP,B,1787562072.5277264,1m,20,0,sl,
DBvU4CDo5RpWU9htYbXXowrvNYD9nFgJbDVLLNYXpump,MARU,B,1787558823.83127,1m,65,0,sl,
8GigNuJwZNixuECrF22cssjHMaBr76nyZFXb3c46pump,GHOUSE,B,1787558823.83127,1m,191,1,tp,416.2
ARRAFe6ypmUGPWQVBiQQauzHiwft5cgWxrfuavompump,ONLYCYBER,B,1787558823.83127,1m,57,1,tp,536.2
4qHAqsakh8oBgDpSHccmPHV4rPZDq1MgrQnsZ1QZpump,beluga,B,1787558823.83127,15m,428,0,neither,
CHUUnzp36ZSJbUL6d2xZvu4bgNpuK4s3Q7ECgHZApump,GLOB,B,1787555673.9300132,1m,468,0,sl,
2JquisPdmWgrLAVqPCboHfaJEWBbcFq3A7PJSvbxpump,CATEUS,B,1787551133.454443,15m,519,1,tp,966.5
4ziCBFjaByxYmfaXoPgzBTYxLj9to6KpxnrSsGJepump,BORTY,B,1787551133.454443,1m,536,0,sl,
8kiFjBVtj2oDn8dDBRnTMJALvvMMCWtrUccBHufDpump,cunc,B,1787551133.454443,15m,546,0,sl,
AALr9xpQDrE2cP5v31qLbx5xA9XEJnKMZVJiCugrpump,Smudge,B,1787548910.1059864,15m,414,0,sl,
HLScXDXbyULoVe611BhcoYuYowHu4ycH1t4YBkVFpump,Kiss ,B,1787548910.1059864,15m,324,0,sl,
9CjhM6w13YTqyVjHFnZ1TyCHCh4xaBTuEX1QFspdpump,YUREI,B,1787545470.686756,1m,163,0,sl,
DRWnf86Z2MjdMGLq7LFSF875iK9Ajo94RVtjK4owpump,trickshot,B,1787545470.686756,15m,714,1,tp,6629.3
3Zogtb9AgUrXyG9YW2dnmFfT1xYPFukxmxqqFfAHpump,MIRALIE,B,1787542020.049352,1m,943,0,sl,
GnWgtFHNbv3CEFm1LtDAWTx69UuLySs7J7S5VNAupump,MoonCoin,B,1787542020.049352,1m,700,0,sl,
2QFVUpLtMB8QVfteVQuWnxtc1mB1GV2Pa4R6D5gRpump,LARRY,B,1787537363.3783674,15m,545,0,sl,
BVeW1Yzs5QFzh86YX8MY8VGdXC8r4mbMkF9ygGCVpump,DELUSIONAL,B,1787525653.8615894,1m,514,0,sl,
nWnDYs4dR57Cek8nsK1W8iWEqKiKZE1hW1CLvP3pump,Clussy,B,1787524483.1145227,15m,965,0,neither,
4YTQ2bmCycn4vLiKWjWLe8swEFDWkxByJDE2uCWUpump,CATBULL,B,1787524483.1145227,1m,66,0,sl,
12SFro5AeU3z4b3exEpLczbwcm49EvwU312j1JvB5ogi,OGI,B,1787521864.915298,15m,556,1,tp,26635.1
3MaU6uQJWtv3S3d8M9VL6JHWRJE6JwSEXCxDV6wcpump,XCATE,B,1787518475.232055,1h,194,0,sl,
FxkG9P5Pn6djkfcwn4LTpCGomuvjPFVnrkFVvHXfpump,ARO,B,1787518475.232055,1m,49,0,sl,
2o5nokFpVgYkw2gXC7qMpxyTGV3WFPRUx7o2WDQfpump,CYBERPEPE,B,1787517238.3911383,1m,52,0,sl,
AJvN8udbYbASjPr9CRXhL7o1XmctdFCbhXfo7XFepump,tm20,B,1787517238.3911383,15m,229,1,tp,1561.6
GyrPx2REsimD1akdvUZgj8NHxCK7Fer8sbSSD1N2pump,OnlyCats,B,1787515204.7384574,1m,57,0,sl,
HwUoczAW6sV7deh4hCPHcUBsgxtBA7oHBpyMBpGBpump,FARTCATE,B,1787514003.384331,1m,90,0,sl,
AdYHGgcLYCQSpaSuJPWNJsMKE9RoFQFiBkxr5x88pump,CYBERTROLL,B,1787512361.2771223,1m,69,0,sl,
215UoqLTUoW75bsck1biuUhMLQKTNBG4kRUPPA7tpump,Moji,B,1787512361.2771223,1m,58,0,sl,
9ddBkYDHiqVvxecCG7RM6Tmen9fTeTPPquhLLwTopump,MISO,B,1787511101.656678,15m,700,0,sl,
3C8uxrxJBF5XH9ZgdRxmrMqJCbASFSvBhmPRfqXjpump,CyberELON,B,1787507494.4588952,15m,31,0,sl,
ErWFD2gFDxxvvo2bVY9PLS6cNqP5EZtRz8PjBp7Epump,CYBERCOIN,B,1787506319.475277,15m,562,1,tp,780.5
9WdDJ65qfL7c9wv5sf2nKFLD67rzA6w9NwF4Tw83pump,CYBERBULL,B,1787504787.3138719,1m,49,0,sl,
3LhExM1v9JFoM2ZHQnXvBbuthSWa96Yc2ubhPYw9pump,CATE-1,B,1787503551.6209679,15m,489,0,sl,
5iMdqvTu7NqYVsxHZnqMshp2ZVejQicWHA8y5gv4pump,TRUCATE,B,1787503551.6209679,1m,83,0,sl,
Dmv4iDf89mxkLh4kwSQ4wFs7VeHoEDADeRm9Rw5pump,MIKA,B,1787501470.1005065,15m,567,1,tp,1129.9
AuWsWDQxDjqAzhT62z73PWZDhzCzcEuD7iKfytN6pump,まる,B,1787501470.1005065,1m,33,0,sl,
FPi4Mt6cAqA3riPS72L1TFrd9eAbxP8YF7EXt1szpump,lickingcat,B,1787499106.932635,1h,4,0,sl,
4JEkMTE8yewAAea8AZvSKLW7J6r8WLLVrmhCLWtPpump,CATELEEK,B,1787499106.932635,15m,105,1,tp,1693.1
Es14VgLestfPFeG9nmvn9Ye1xTRaBNShkNvDikxwvb9v,BUCKZ,B,1787499106.932635,15m,89,1,tp,793.1
C3bajJW843KN9Uu441JkXN7zVMs4VM2HvdAGyGiBpump,CVXV666,B,1787496977.6002822,15m,978,0,sl,
GBxoYLFsX4ZgVifmYH44gMg15ChPoGPrBnsezo2Epump,ARCHER,B,1787493953.0048556,15m,11,0,sl,
CmcEhy1rfCG4BMtEdnZjPRfqpr7yvjcx6VavVGGnpump,CRYPTO,B,1787493953.0048556,15m,199,1,tp,1447.0
5BLEcYuGrQVznBqnkaY7u2z6GHNSPhHkXZxJLkoDLeek,Leek,B,1787493953.0048556,15m,182,0,sl,
7rj3WNZLK1iU1uR4YmH8xTLTq8FGSw2a9tQwdwqQjedN,VOR,B,1787492494.801152,15m,440,0,sl,
DkdeMtqaaRY3kNHRe1v9gJKeGpyP1PXe5TrrRkWspump,PCAT,B,1787492494.801152,15m,25,0,sl,
7S8tqYmatHc2UkpYXmpEiFCecHCF1N8ABNL6UYFFpump,moneybag,B,1787490342.1362069,15m,75,0,sl,
C8WeLr31vA1EmwD6yBsxBL3DsSpJLCx5XsmFFbuvpump,buzzland,B,1787490342.1362069,15m,168,0,sl,
4cvZwC17oMiUA7peKX5GhbaUWv4U5Lwrd8118xnFpump,CATALORIAN,B,1787490342.1362069,15m,863,1,tp,3257.9
7hDD4AQKVaWxSd4AKfELpSYEULraNvFns8y14SCBpump,RIKA,B,1787482503.7291389,15m,131,0,sl,
7sAnqhZvNCVKqc3Jj6QVDrdqtmnZJY3NePgXTqRtpump,CallCat,A,1787477815.4881608,15m,431,0,sl,
G3pi7rdWYy2U6TtiEbSwh8mHwXn5LpX64h1whupDpump,黃阿瑪,B,1787477815.4881608,1h,210,0,sl,
2WXUVeGq53qJ7QZacDWNRhyxsomCsZeBNsfYixY1pump,Coffer,B,1787475146.2689197,15m,155,0,sl,
J2hyZSVokSTuy3bG85A5xfs3umCeGtqZZEdKtGTTpump,CYB,B,1787472706.334744,15m,379,0,sl,
7fmHqRpJLgpVsJFTvrv24CEjkz9c4o5uVX4Zdur1hz35,Dinger,B,1787471020.6081011,15m,972,0,sl,
GVqEasmDypXNM3LFYXY4h8uXaE8ivoZnS9AJCZyXpump,GLITCH,B,1787465773.247408,15m,654,1,tp,2626.8
GCP3qLdpfGpjS5F1afwDwrTSZpuKktz6qVemfpx1pump,SIMBA,B,1787465773.247408,15m,132,0,sl,
EKSZLgVMFzwBbBgteCJFdaZig8G5g4TkNNkWMA7pump,DIDDY,B,1787463475.9077468,15m,422,0,sl,
DvVXHjpUyAunQFry3WjsLnZnriZ9QyzwiZ97eJQCpump,Farte,B,1787460936.9891758,15m,198,0,neither,
BKaXDgZxUSC9njpX89xpQ5USh2pnK1yzZvgk8Mg7pump,CATLIST,B,1787458718.675619,15m,383,0,sl,
HBoNJ5v8g71s2boRivrHnfSB5MVPLDHHyVjruPfhGkvL,PURPE,B,1787458718.675619,15m,997,0,neither,
Gh99PvKLnm9JBC9t4udunTgBvkAxCnyBZby3N6Atpump,SATO,B,1787455497.9803543,15m,17,0,sl,
d8ed1gwSmD45qwEK5wZGMb1Kh1MQ9PXipKsHevtpump,NIKY,B,1787451060.0920277,15m,74,0,neither,
FraL7qvcGGSy93vs7xRwJPdyu214iCa6CsuV1Pn4pump,TRILLY,B,1787451060.0920277,15m,470,0,sl,
8FNsX6k1ovm6uqZZTj91q5ip8JxHRt37qf2A9Qsgpump,CAC,B,1787451060.0920277,15m,80,0,sl,
XVTWySJscWWGf7rasayZ1AL9m85SYPWX8CxNxxppump,EARNBOT,B,1787451060.0920277,1h,263,1,tp,35339.9
3uZpCyWBrCyvL4BMVgtgtxiPJm73fzxTegxrwUu8pump,LUCKY,B,1787438535.6011827,15m,426,0,sl,
FnZfD1mVTDMcNs3ExCjpK9MdBosR51QJQmNF54UBpump,BULL3D,B,1787438535.6011827,15m,24,0,sl,
GzMGdjzn4JPUWGKUzhA34PHcqVXGnKm6Se2rjCqWmCCt,GOOBER,B,1787436439.121843,15m,110,0,sl,
4W9tjQc16hFpL5jbGLajnyyonMhft3QtKtHFQGW8pump,POPCATE,B,1787435483.4568877,15m,40,0,sl,
GZBxyrYtnewK7298kcMooczGgnCrDL6BQjfZCf1kpump,DONALDJR,B,1787434223.384537,15m,58,0,sl,
AJHqMoBpMpujUnbE4vSmPbBduzJBB9GZyeuqZ7M7pump,neko,B,1787434223.384537,15m,476,1,tp,19776.6
2B1DmRh6G3Fy7tgNHXeA4z2FgqdmEM2mEwQcMBdDpump,TSUTSUJI,B,1787432082.6655989,15m,550,0,sl,
DFz1x1pedB3DUM2cwWdgqYmGhjRvQkneHBj1GEm4pump,EIGENSLUR,B,1787430833.177769,15m,526,0,sl,
D931womcrNwEUxf5khyPAWnxz5PXvz8VdfpR3eQYpump,POPCATE,B,1787430833.177769,15m,62,0,sl,
CUz3n2VjRArmj8LYTq42Vie5LjnfyXkvfLb75ARBpump,CIACAT,B,1787430833.177769,15m,712,0,sl,
FW6R4QQeP4fzqRwDHbBkpjHx3ecvYwhd5g7chKg8pump,WINNING,B,1787428836.632282,15m,472,1,tp,5363.4
BXhsR8dnacXoKLJahfm2NnRuXENNufZDQrZLV4kpump,MEOWDRV,B,1787428836.632282,15m,15,0,sl,
3M9mwjx1Z7RmCUuNHx8DUpiaqCgGhKQBKNaa5bXTpump,CATSEM,B,1787428836.632282,15m,626,0,sl,
4hBjqFqmGT1rj9YvgVcoXPxLWgnvCSPfFumHDpWwpump,FIGHT,B,1787424724.114043,15m,13,0,sl,
DdyPH6rwXHeAk1QFr6yFHpxg5HkmsK881HXyDaoapump,memes,B,1787422320.1512606,15m,63,0,sl,
5DLJu2UgaLXWqRehryDZxisS6voRp2wmBaXvhfsPpump,SPEEDY,B,1787422320.1512606,15m,478,0,sl,
2jLyapf4bU2xcMWQZtmM2AUQSCsSEwRkxYKixEugpump,ZOXIDE,B,1787422320.1512606,15m,44,0,sl,
2LkYkeDcGRZ19j5EQbbHvrjk2XFBeGjPUbXy2D5Cpump,MCGA,B,1787421134.673243,15m,384,1,tp,7665.3
BXrMigr38tUb2LPiVFDYzPt4PyWguH4hqRcjXc4mpump,TRUTH,B,1787421134.673243,15m,47,0,sl,
BUn5TZQtF7N7WCsSPf9LWEejoYTiySJkZnPFvd76pump,KAI,B,1787419791.6348567,15m,303,0,sl,
9ijhsVMAe5YasK9hhPN655eM1nMB5k4jYdDtX2fFpump,CRMEOW,B,1787416590.4379776,15m,22,0,sl,
AAghwLrqvKjZHb28nqhDKy7yJrzT6KgknCioVh6upump,TRUMPCAT,B,1787414787.4226463,15m,24,0,sl,
7h4DYp3SCCVtJXfXtuH2ru8bdvCkJwpYuKrRe2Zhpump,MAGA,B,1787414787.4226463,15m,611,0,sl,
EgzT5fP6131C5EEqZe58nXJk1bbD5v7GetJFR5kpump,EARNBOT,B,1787414787.4226463,15m,26,0,sl,
6sAXF26gCZfkGX4ykgE6bAgTzuEwdxzZo7b7V7ENpump,Cheems,B,1787413851.567939,15m,27,1,tp,5048.4
3CK5Pc932qrsX2Xy6qJohuYvytgL5wTDsDe1kx5ppump,TRUTHCOIN,B,1787412629.655316,15m,26,0,sl,
2yGsvtnYAgdBpstEkJRLacc6jfaszHj9bU4FzuXNpump,CATGIRL,B,1787409074.9703422,15m,27,0,sl,
7zy8gnGthn67mNzP56Hcwwzhp8Zs4edHJdn6evxHpump,LONGCAT,B,1787405979.39531,15m,69,0,sl,
7oZ2V1p8Mvmc6FPCF7S7NqYWr8cntWLW2kmDBLuSpump,TRUMPCATE,B,1787403856.91886,15m,69,1,tp,5143.1
654ZBNYZ2oFgvvwkdQYa9e5s1jeQNHRjSvocEy1Dpump,LUNY,B,1787400672.883719,15m,628,0,sl,
WoFihq2bf1wdxxwzzqKAGh3VCtf9nP9AamsiTqJAtxH,WOFI,B,1787400672.883719,15m,978,0,neither,
Fh7mLxtPAysdvHcMcJ37A3vc6WvBVh7JVDwxmwk6pump,GBACK,B,1787392950.7085729,15m,783,0,neither,
44xUtxq5pRFFpwjRmdsEM3KiGhqMVoBxgsoXdAyXpump,Balls,B,1787391984.176088,15m,211,0,sl,
BrNL67ABCgRpb23w6VsnawgJ4L6FT91GdPRZp4phtyAc,ZEROCOIN,B,1787388690.852665,15m,11,1,tp,4109.1
EeJRS87pgqDQew8JHXS9RGBYjPANhXEFNfqZPuoQpump,FINGERS,B,1787384329.3146434,15m,443,1,tp,3970.7
5xC8SdxnMx7ToMd4foewMsxGGQ9zTVu7mUJxfnPCpump,BabyCate,B,1787381655.656355,15m,607,1,tp,344.3
UPwxM8cK6u4WP8dzs7T3oAKgJQVQMaGSixakKtkpump,Pump,B,1787381655.656355,15m,18,0,ambiguous_bar,
EjAuFtMEP6LQDgLb11JU9bkcskhFYbgd9Q5NRXJppump,Doge2,B,1787376961.3818429,1h,285,1,tp,1438.6
6LeCYgva3n6LZUxEDc74CabngyGXDzbGRxi4pqxppump,BULL,B,1787371738.348462,15m,344,0,sl,
DC9UJKFwVbP2G5msdqgedw1NDyqTx1XAN2KQG7Eopump,BAOJIN,B,1787371738.348462,15m,37,0,sl,
7Dxr19j2PHovdocuQfvySft7M2XuP5pr6x8YAWHPpump,NAMI,B,1787369301.6734202,15m,524,0,sl,
918p2GRyDLkhsRvtAHaKZg8yrP5kXSe6CYustqTcpump,CATSZN,B,1787369301.6734202,15m,849,0,sl,
DYa7Rcnsy3XoYwh1ZLseMdcAQjBE92pQe4enpYDNpump,NENEM,B,1787366529.7479231,15m,663,0,sl,
5NTsropykvFMWgqsbq3JYRicnKbJfPU8PYRx1jgfpump,Dick,B,1787366529.7479231,15m,307,0,neither,
qXzaQRM9D9qJq8z6cJSTtTKpowiZHr4BD4RMU4dpump,YANKEE,B,1787366529.7479231,15m,11,0,sl,
DGX9HZznvcyiBAyVCPKZuof3Qb7XayvWgMMJbJJhpump,KERMIT,B,1787363107.7449932,15m,524,1,tp,7192.3
GYFGQXcUFSgGs34BpHJuxSzjMMponA11x28n9pvApump,PUFF,B,1787363107.7449932,15m,335,1,tp,892.3
6VNy4YSvkwPVDZqC1JFjPZww5P9TUAkUUBzYnMVUpump,Bro,B,1787355149.0049477,15m,578,0,sl,
C6TTFtfzmWRymfR5xqXGwepayteeGjvj6KVnu7gs7Lf3,ETM,B,1787351716.1056688,15m,35,0,neither,
7U6ggMrnprgUZfhyW5Rhm8gVRqqzj6eEMHwG75wjpump,SOLCAT,B,1787346559.5516481,1h,29,0,sl,
EhWu6QbyMzkK1fYTHRqrRnSLFEyPdenwvWkw5GQXpump,NYANCATE,B,1787345026.9002275,15m,630,0,sl,
Bn1Wy74owcLz85BAmb5VVHh22Rf7BDuSf9JJKdvypump,RAVI,B,1787345026.9002275,15m,608,1,tp,6373.1
AC8jUD8j1neSZzW3oZgFZ1dQHhqdNoX4f9gV1SRHpump,MANEKI,B,1787342982.461839,15m,527,0,sl,
DwtXVuEDi4jsjjdWqC54ofPdRWKpkm3BLDEP85WRpump,PIZZAGUY,B,1787341870.7324183,15m,686,0,sl,
9GL25zPgvXcm6WtUQ5LMjjVk6CnEt1tKiWK6Dy9bpump,Leaker,B,1787340726.966824,15m,38,0,sl,
9KDiVdJy4jzCCrKgvJuRVqSwmEEzoemtATkYFjnWpump,QUOKKA,B,1787340726.966824,15m,41,0,sl,
2RWpKFmjqSP6D6whjz7eXsytTVL1Ac4HJitSVZX3pump,suckfox,B,1787338871.322838,15m,116,0,sl,
5fkE6w1Z6p3LSiSGnmt7pwFANi6pVKcyyM8YiicSpump,VRBULL,B,1787336115.864892,15m,651,0,sl,
GrHhWhMbEybuHj5MQEGa5aqVjUcT84kYmJqf2NLfD4FM,Keroro,B,1787331345.9032037,15m,43,0,sl,
8mCt5QnoD4izGiBncq4C2kkzPDqJNwHY9twnxiAapump,CatGPT,B,1787327509.4710789,15m,511,0,sl,
6PPs7ZS8ypxutdPj5wQeHStQCY9iNU7evxRVTu2Qpump,vibefi,B,1787327509.4710789,15m,39,0,sl,
EaBqbGuAum75JSmAAz69bFyce16sP5aVyCgc9ELypump,PUMPIRE,B,1787325426.0242786,1h,122,0,sl,
4HoUp5FkWNs69hoCNx7kEYJLFGN5KHSyw5xejfv7pump,BRELLA,B,1787323612.0889149,15m,685,1,tp,2587.9
5jg76LwAF7EUGdMV2iMYzYWPG2TtV8mYc3CgzJM5pump,GINNAN,B,1787320877.1662235,15m,46,1,tp,9822.8
9oidz4okAdz1VQuqgaSZrJ7Uc3gJw5QVbZ73AuZSpump,SOLCAT,B,1787320877.1662235,15m,30,0,ambiguous_bar,
HmNi2EqxYsmNBuwG9MJEWVidhFPPVmJpiWfYbBj3pump,ZAZU,B,1787318113.1011114,15m,671,0,sl,
3ck4GcvQcmUqqKraKV3fK6AmWbpr9EE7fdqRPvYupump,$1,B,1787318113.1011114,15m,14,0,sl,
HSofDGkUAPPFFgAj5hGyJSQgeNaEB1BRKHbQgwp2pump,BULLCAT,B,1787318113.1011114,15m,66,1,tp,10786.9
G1eqTrFqbkQjxxQEgjhZVK1xqwcr64RMv9VBofJcpump,SOLWIF,B,1787318113.1011114,15m,211,1,tp,5386.9
22TEmBxE6CgmcmkvMJUBGvJTVjV6sdWTCJggg4sVpump,Juliano,B,1787314509.1153672,15m,499,0,sl,
4CwRX9ByUrEGuG8FxBKAsFpzFxMRmyEdVRBT8TZupump,US,B,1787310870.8436291,1h,297,1,tp,6329.2
